age,workclass,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,salary
20,0,189148,9,0,0,48,0
58,1,266707,2,0,2179,18,0
51,1,311569,9,0,0,40,0
25,0,187653,9,0,0,48,0
38,0,235379,12,0,0,36,0
41,0,188615,10,0,0,40,1
58,0,322691,13,0,0,40,1
25,0,184698,6,0,0,40,0
50,0,144361,9,0,0,40,0
32,0,130057,13,0,0,45,1
31,2,117963,16,0,0,40,0
22,0,123876,10,0,0,20,0
37,0,248445,9,0,0,40,0
32,0,207172,10,0,0,40,0
46,5,119904,15,0,1564,55,1
62,0,134768,9,0,0,40,1
40,4,269168,9,0,0,40,0
56,0,132026,13,7688,0,45,1
37,0,60722,10,0,0,40,1
41,0,648223,2,0,0,40,0
56,0,298695,4,0,0,48,0
20,0,219835,10,0,0,30,0
34,1,313729,13,0,0,60,1
45,0,140644,9,0,0,50,1
30,0,203488,10,0,0,40,1
51,1,132341,9,0,0,45,1
27,0,161683,7,0,0,42,0
38,0,312771,11,0,0,40,1
39,0,258102,10,0,0,50,0
57,0,24127,13,0,0,8,0
47,0,254367,10,0,0,50,1
77,0,185426,9,0,0,15,0
43,0,152629,9,0,0,40,1
46,4,141058,9,0,0,65,0
41,0,233130,10,0,0,40,1
20,0,406641,9,0,0,30,0
30,5,119422,6,0,0,40,0
30,0,255486,9,0,0,25,0
22,0,161532,10,0,0,35,0
25,0,75759,9,0,0,44,1
18,0,163332,9,0,0,22,0
28,0,103802,13,0,1408,40,0
50,0,34832,13,15024,0,40,1
28,0,37933,9,0,0,48,0
21,0,165107,10,0,0,40,0
37,0,126011,11,0,0,40,0
28,3,56651,13,0,0,40,0
23,0,522881,3,0,0,35,0
32,0,191777,11,0,0,35,0
27,0,132686,8,0,0,50,0
55,0,201112,9,0,0,40,0
44,0,174283,9,0,0,40,1
25,0,208591,13,0,0,40,0
29,0,126399,9,0,0,32,0
50,0,142073,9,0,0,55,0
18,0,395567,9,0,0,40,0
74,0,180455,13,0,0,8,0
22,0,235853,5,0,0,40,0
27,0,160731,13,0,0,40,0
27,5,31935,10,0,0,80,0
41,0,35166,15,15024,0,50,1
24,0,161092,10,7298,0,40,1
23,0,223019,9,0,0,40,0
34,1,179673,15,7688,0,60,1
46,5,248895,13,0,0,40,1
32,0,200323,15,0,0,60,0
41,0,230020,9,0,0,40,0
29,0,134890,11,0,0,40,1
48,0,162096,5,0,0,45,0
51,0,103824,9,0,0,40,0
34,5,61431,8,0,0,40,0
58,0,197319,13,0,0,45,1
52,0,183618,9,0,0,40,0
37,1,268598,13,7298,0,50,1
53,0,263729,10,0,0,40,0
54,0,39493,11,0,0,20,0
36,0,185360,9,0,0,60,0
25,0,132661,11,0,0,60,0
20,0,266400,10,0,0,48,0
23,0,433669,12,0,0,40,0
39,2,216473,13,0,0,60,1
20,1,217404,6,0,0,40,0
28,0,227778,11,0,0,40,0
73,5,96262,9,0,0,40,0
67,0,247566,9,0,0,24,0
56,0,139616,13,0,0,45,1
32,0,73585,11,0,0,40,0
42,0,37869,10,0,1590,40,0
33,0,165814,9,0,0,40,0
37,0,108913,9,0,0,40,0
33,0,34975,10,0,0,45,0
31,0,157078,6,0,0,40,0
59,0,232672,14,0,0,40,1
21,0,294295,9,0,0,40,0
58,2,130454,10,0,0,50,1
24,4,461678,6,0,0,40,0
26,5,252284,10,0,0,40,0
26,0,256737,7,0,0,40,0
33,4,96480,14,0,0,40,0
25,0,234263,13,0,0,40,0
21,0,109952,6,0,0,50,0
24,0,262570,9,0,0,40,0
39,1,65716,12,0,0,40,1
68,0,201732,10,0,0,40,0
66,1,174788,10,0,0,20,0
38,0,278924,13,0,0,40,0
41,0,101593,14,0,0,50,1
71,0,193863,4,0,0,16,0
37,0,342768,9,0,0,40,0
54,1,242606,14,4386,0,45,1
27,5,176727,13,0,0,40,0
49,0,99179,13,0,0,40,0
19,5,354104,10,0,0,10,0
25,0,61956,10,0,0,50,0
47,3,137917,10,0,0,40,1
40,0,224658,10,0,0,40,0
38,0,51100,13,3325,0,40,0
25,0,224361,9,0,0,40,0
25,0,362912,10,0,0,50,0
23,0,218782,6,0,0,40,0
28,0,103389,14,0,0,40,0
29,0,308944,9,0,0,40,0
32,0,140092,7,0,0,40,0
34,0,202210,9,0,0,40,0
52,0,416059,13,0,0,40,1
33,1,281030,9,0,0,94,0
19,0,169758,10,0,0,35,0
68,0,193666,16,20051,0,55,1
41,0,139907,6,0,0,50,0
18,2,119422,9,0,0,30,0
29,0,149324,10,0,1485,40,1
40,0,259307,14,0,0,50,1
51,1,74160,14,0,0,60,1
49,0,134797,10,0,0,40,0
20,5,41103,10,0,0,20,0
38,4,193026,9,0,0,50,1
57,0,303986,3,0,0,40,0
35,0,126569,10,4064,0,40,0
66,0,166461,7,0,0,26,0
27,0,61387,13,0,0,15,0
25,0,254746,11,0,0,40,0
77,0,28678,14,9386,0,6,1
19,0,180976,6,0,0,35,0
70,0,282642,9,0,2174,40,1
59,1,136413,4,0,0,48,0
25,0,131463,13,0,0,40,0
44,4,177240,15,10520,0,40,1
37,0,218490,14,0,0,55,1
75,0,260543,6,0,0,1,0
21,0,80680,9,0,0,40,0
21,0,20728,9,4101,0,40,0
47,3,117628,9,0,0,40,1
20,0,91939,9,0,1721,30,0
32,5,175931,9,0,0,40,0
28,0,309566,9,0,0,20,0
53,0,123703,9,0,0,40,0
19,0,369678,9,0,0,30,0
58,0,29928,10,0,0,36,0
22,0,167868,9,0,0,30,0
23,0,235894,7,0,0,55,0
21,0,189888,9,3325,0,60,0
36,0,111545,9,0,0,70,0
39,0,175972,10,0,0,15,0
34,4,254270,13,0,0,40,0
41,4,185057,14,0,0,40,0
72,0,157593,13,1455,0,6,0
34,0,101345,9,0,0,40,1
51,4,176751,13,0,1902,40,1
32,1,97723,11,0,0,40,0
38,0,127601,10,0,0,40,1
37,0,227597,10,0,0,40,0
21,0,143995,10,0,0,20,0
21,0,250051,10,0,0,10,0
26,0,284078,10,0,0,40,0
34,0,207668,10,0,1887,40,1
18,0,163787,10,0,0,15,0
27,0,119170,7,0,0,45,0
20,0,188612,10,0,0,38,0
36,0,114605,11,0,0,40,1
31,0,317761,13,0,0,40,0
32,0,164197,13,0,0,60,1
54,0,329266,9,0,0,44,1
34,4,207383,14,0,0,40,0
46,0,123598,10,0,0,48,1
33,0,259931,7,0,0,30,0
32,0,134737,13,99999,0,50,1
42,0,106900,11,0,0,40,0
30,0,87054,9,0,0,50,0
37,0,82622,10,0,0,40,1
28,0,181659,9,0,0,40,0
25,0,321205,13,4101,0,35,0
44,1,231348,10,0,0,40,1
40,0,276096,9,0,0,40,0
36,0,290560,10,0,0,45,0
21,0,307315,10,0,0,40,0
39,5,99156,16,0,0,50,1
24,0,237928,13,0,0,39,0
46,0,153501,9,0,0,40,0
47,0,149700,13,0,0,36,1
47,0,189680,13,0,1977,40,1
35,0,374524,15,0,0,75,1
60,1,127805,4,0,0,40,1
35,0,150217,13,0,0,24,0
33,0,295649,9,0,0,40,0
21,0,197182,12,0,0,40,0
37,0,241998,13,0,0,50,1
48,3,156410,9,0,0,50,1
58,0,473836,4,0,0,45,0
21,0,198431,9,0,0,40,0
22,0,113936,9,0,0,40,0
22,0,318915,9,0,0,40,0
28,1,175406,14,0,0,30,1
33,0,193172,11,7688,0,50,1
23,3,320294,9,0,0,40,0
58,5,400285,9,0,0,40,1
24,0,283731,13,0,0,40,0
38,4,227154,13,0,0,40,0
49,0,298659,9,0,0,15,0
47,0,212120,13,0,0,45,1
50,0,320510,13,0,1902,40,1
21,0,175800,9,0,0,55,0
55,0,170169,9,0,0,40,0
47,0,344157,7,0,0,40,0
19,0,199441,9,0,0,40,0
47,0,225456,9,0,0,50,0
36,0,61178,7,0,0,40,0
28,4,175262,12,0,2002,40,0
42,0,152568,9,0,0,40,0
41,0,182108,14,27828,0,35,1
46,0,273771,13,99999,0,40,1
32,0,208291,9,0,0,50,0
34,0,224358,6,0,0,40,0
33,0,55176,4,0,0,40,0
60,5,152711,13,0,0,40,1
53,0,68684,9,0,0,40,0
24,0,185452,13,0,0,50,0
39,3,175232,10,0,1977,60,1
23,0,173851,10,0,0,40,0
50,0,162327,13,0,1902,50,1
36,4,51424,9,0,0,40,0
19,0,123416,8,1055,0,40,0
26,0,262656,9,0,0,40,0
38,0,233194,9,0,0,40,1
41,0,290660,13,7688,0,55,1
22,0,151105,10,0,0,18,0
38,0,179117,12,10520,0,50,1
72,0,33608,10,9386,0,30,1
39,0,317434,9,0,0,40,0
35,5,126569,9,7298,0,40,1
38,4,745768,10,0,0,45,0
19,0,69927,9,0,0,16,0
26,0,302603,9,0,0,45,0
52,0,46788,13,0,0,25,0
41,0,289886,3,0,1579,40,0
45,0,179135,9,0,0,40,0
58,3,175873,10,0,0,40,1
34,0,57426,13,0,0,45,0
36,0,312206,9,0,0,40,0
19,6,344858,9,0,0,20,0
26,5,177035,7,0,0,40,0
60,0,88055,6,0,0,40,0
35,1,111095,9,0,0,50,0
39,0,192251,6,0,0,60,0
27,0,29807,9,0,0,40,0
26,3,211596,14,0,0,40,0
17,0,268276,8,0,0,12,0
59,1,181070,9,0,0,40,1
53,4,20676,9,0,0,48,0
35,0,115803,7,0,0,40,0
34,4,124827,10,0,0,40,1
36,0,95336,9,0,0,45,1
36,0,257942,9,0,0,40,0
21,0,72593,9,0,0,40,0
29,0,147340,10,0,0,40,0
35,0,185325,13,0,0,50,1
59,1,357943,13,0,0,40,1
22,0,215395,10,0,1602,10,0
50,4,30682,14,0,0,50,0
24,3,29591,13,0,0,40,0
36,0,215392,13,0,0,40,0
31,0,110554,9,4386,0,40,1
42,1,133584,10,0,0,40,0
38,0,210438,4,0,0,40,0
52,0,256916,9,0,0,40,0
46,0,73541,6,0,0,40,0
23,0,109952,10,0,0,60,0
54,0,197975,3,0,0,51,0
27,0,401723,9,0,0,40,0
42,0,179524,13,0,0,50,0
33,5,296282,9,0,0,40,0
19,0,145844,12,0,0,50,0
59,0,191965,7,3908,0,28,0
54,0,96792,9,0,0,32,0
48,0,185041,4,0,1672,55,0
19,0,233779,10,0,0,60,0
45,0,347834,9,0,0,40,0
36,0,215373,13,0,0,70,0
35,1,169426,12,0,0,40,0
47,0,202856,10,0,0,36,0
33,0,50276,13,0,0,40,0
48,1,187454,13,0,0,40,0
42,0,126098,9,0,0,40,0
19,0,250639,10,0,0,24,0
64,2,195366,13,0,0,40,0
51,1,186845,13,0,0,8,0
20,3,119156,9,0,0,20,0
28,0,162343,9,0,0,40,0
52,0,108435,14,0,1902,50,1
29,1,394927,10,0,0,45,0
51,0,172281,13,0,0,40,0
36,0,370767,9,0,2377,60,0
43,0,352005,13,15024,0,45,1
52,0,165681,10,0,0,40,0
50,0,258819,9,0,0,40,1
25,0,130793,10,0,0,30,0
36,0,118909,12,0,0,40,0
44,0,202466,10,0,0,60,0
47,0,161558,6,0,0,45,0
32,0,188246,9,0,0,40,0
37,0,160120,14,0,0,40,0
40,0,144594,9,2829,0,40,0
34,1,123429,9,0,0,60,0
35,2,340110,10,0,0,50,1
26,0,523067,10,0,0,3,0
49,1,113513,13,0,0,50,0
63,0,186809,13,0,0,30,1
46,1,320421,13,0,0,25,0
31,4,295589,10,0,0,40,0
22,0,370548,11,0,0,30,0
20,0,120572,10,0,0,12,0
52,0,110977,16,0,0,40,1
26,0,55860,10,0,0,40,0
34,0,158800,13,0,0,50,1
31,0,131568,5,0,0,40,0
46,0,173613,9,0,0,30,0
22,0,216867,4,0,0,40,0
38,0,104089,11,0,0,40,0
35,0,208106,9,0,0,40,0
27,5,340269,10,0,0,40,0
27,0,236246,12,0,0,40,0
46,0,213408,10,0,0,40,0
40,0,84232,9,0,0,4,0
19,0,302945,10,0,0,10,0
69,0,28197,9,0,0,60,1
20,0,262749,10,0,0,35,0
34,3,198265,13,0,0,60,0
49,0,170871,14,0,0,45,1
27,0,177761,10,0,0,50,0
59,0,175689,10,0,0,14,1
45,0,205100,13,15024,0,60,1
21,0,77759,10,0,0,15,0
51,5,77905,11,0,0,40,0
64,0,193575,7,0,0,40,0
41,5,116520,16,0,0,40,1
18,0,85154,8,0,0,24,0
49,0,180532,14,0,0,40,0
51,0,508891,9,0,0,40,0
20,0,211345,10,0,0,20,0
69,1,170877,9,0,0,48,0
18,0,97318,9,0,0,35,0
43,0,184105,9,0,0,50,0
50,0,150941,9,0,0,44,0
32,0,303942,9,0,0,40,0
27,4,273929,9,0,0,40,0
38,0,197077,9,0,0,40,0
62,0,162825,9,0,0,40,1
46,0,159869,9,0,0,44,0
19,0,158343,10,0,0,40,0
17,0,406920,6,0,0,40,0
21,0,227986,9,0,0,40,0
36,0,137527,13,0,0,50,0
36,0,180150,8,0,0,40,0
23,0,239539,9,0,0,40,0
58,0,281792,13,0,0,40,1
40,0,224799,13,0,0,45,0
64,0,292639,10,10566,0,35,0
66,0,22313,7,0,0,20,0
42,0,194636,9,0,0,40,0
55,0,156089,10,0,0,40,0
53,0,193720,10,0,1977,40,1
25,0,218667,9,0,0,40,0
39,0,358837,10,0,0,40,0
20,0,174685,9,0,0,40,0
32,0,168854,9,0,0,54,0
28,0,133696,13,0,0,65,0
23,3,350680,12,0,0,40,0
18,0,115215,9,0,0,25,0
43,1,152958,9,0,0,35,1
29,0,217200,9,0,0,40,0
32,0,235124,10,0,0,46,0
31,4,144949,9,0,0,40,0
60,0,135470,3,0,0,40,0
42,0,281209,10,0,0,50,0
46,0,155489,14,0,0,50,1
38,0,290306,9,0,0,40,1
18,0,182042,7,0,0,19,0
31,0,210008,9,0,0,40,0
54,0,234938,9,4064,0,55,0
46,0,315423,10,0,2042,50,0
27,1,30244,9,0,0,80,0
50,4,30008,13,0,0,45,1
38,1,201328,4,0,0,56,0
36,5,96468,14,0,0,40,0
25,0,486332,9,0,0,40,0
19,0,46162,9,0,0,25,0
60,4,98350,10,0,0,60,0
45,4,175958,5,0,0,40,0
21,0,119309,10,0,1602,16,0
42,0,175935,9,0,1980,46,0
38,0,204527,9,0,0,50,0
22,0,57827,10,0,0,40,0
19,0,418176,9,0,0,32,0
23,0,262744,10,0,0,40,0
24,0,177287,10,0,0,30,0
30,0,255004,12,0,0,52,0
62,0,183735,10,0,0,40,0
26,1,318644,15,0,0,20,0
42,3,132125,13,0,0,52,1
33,0,206051,9,0,0,40,0
54,2,99185,16,0,0,50,1
35,0,225750,13,0,0,32,0
33,0,245777,9,0,0,40,0
45,0,169092,9,0,0,55,0
62,0,211035,13,0,0,30,1
24,0,285432,9,0,0,40,0
50,4,154779,10,0,0,40,0
54,0,37237,13,0,0,40,1
58,0,417419,4,0,0,40,0
39,2,33975,9,0,0,50,0
32,0,42485,9,0,0,40,0
27,0,170017,13,0,0,40,0
27,0,152683,9,3908,0,35,0
20,0,41721,10,0,0,60,0
64,0,66634,4,0,0,40,0
55,2,257216,14,0,0,40,0
46,0,167882,9,0,0,43,0
45,0,179428,10,0,0,55,0
26,0,57512,9,0,0,40,0
36,0,301614,9,0,0,40,0
25,0,193820,13,0,1876,40,0
58,0,222247,6,0,1887,40,1
39,2,189092,13,0,0,45,0
47,0,217509,9,0,0,45,0
35,0,308691,14,0,0,48,0
38,0,169672,9,0,0,40,0
50,0,120914,7,0,0,40,0
36,0,370156,9,0,0,38,0
28,0,398220,3,0,0,40,0
44,1,208277,9,0,0,45,0
40,0,337456,9,0,0,40,0
55,0,172666,10,0,0,40,1
29,1,32280,9,0,0,45,0
33,0,194901,9,0,0,45,0
19,0,57329,10,0,0,30,0
32,0,173730,13,7688,0,40,1
45,4,153312,14,0,0,10,1
23,0,274797,9,0,0,25,0
31,0,359249,11,0,0,40,0
22,0,152744,10,0,0,40,0
59,0,188041,9,0,0,40,0
32,0,97723,10,0,0,38,0
49,5,354529,10,0,0,40,0
22,0,249727,10,0,0,30,0
26,0,189590,10,0,0,30,0
23,5,298871,10,0,0,40,0
55,1,205296,10,0,0,50,0
47,0,303637,9,0,0,49,1
44,0,242861,9,0,0,40,0
27,0,37599,10,0,0,24,0
40,5,199381,14,15024,0,37,1
32,1,56328,13,0,0,8,1
20,0,256211,10,0,0,40,0
84,4,163685,9,0,0,33,0
40,0,266084,10,0,0,50,0
37,0,161111,13,0,0,40,0
44,0,199031,10,0,1380,40,0
47,0,166634,10,0,0,40,0
62,1,204085,10,0,0,25,0
19,0,369527,10,0,0,40,0
47,0,464945,9,0,0,45,0
44,4,174684,9,0,0,40,0
26,4,166295,13,0,0,41,0
36,0,220511,10,0,0,40,0
52,0,246936,7,0,0,40,0
33,0,104509,10,0,0,40,0
48,0,266337,9,0,0,40,0
33,0,252168,9,0,0,40,0
25,0,92093,13,0,0,20,0
62,0,88055,13,0,0,40,0
38,0,129591,10,0,0,40,0
46,0,142719,9,0,0,65,0
18,0,264924,10,0,0,40,0
46,0,128796,13,0,0,44,1
38,0,115336,9,0,0,70,0
52,0,190333,10,0,0,40,1
63,1,179444,4,0,0,15,0
49,0,218676,10,0,0,43,0
17,4,148194,7,0,0,12,0
33,0,184833,9,0,0,35,0
70,1,280639,9,2329,0,20,0
19,0,217769,10,0,0,15,0
27,0,180553,9,0,0,40,1
61,0,56009,10,0,0,40,0
33,0,255334,13,0,0,25,1
46,2,328216,13,0,1902,42,1
29,0,349154,6,0,0,40,0
40,4,24763,10,6849,0,40,0
43,5,41834,9,0,0,38,1
24,0,113466,9,0,0,40,0
29,0,130856,10,0,0,60,0
61,1,268797,9,0,0,17,0
48,0,202117,7,0,0,34,0
19,0,280146,10,0,0,20,0
30,0,70377,10,0,0,40,0
24,0,236696,10,0,0,30,0
39,4,222572,14,0,0,43,0
46,2,110702,10,2036,0,60,0
40,0,96129,9,0,0,72,1
27,4,200492,13,0,0,40,0
25,0,193820,14,0,0,40,0
31,0,454508,7,0,2001,40,0
58,0,220789,13,0,0,45,0
33,0,101345,9,0,0,42,1
40,0,140559,9,0,0,25,0
40,2,64885,14,0,0,70,1
31,0,402361,9,0,0,40,0
33,0,143582,9,0,0,48,0
49,0,185385,12,0,0,45,0
24,0,112706,11,0,0,40,0
46,0,130364,9,0,0,40,0
58,4,147428,14,0,0,40,1
20,0,205895,10,0,0,20,0
65,0,273569,9,0,0,40,0
43,0,153160,10,0,0,40,0
48,1,167918,14,0,0,50,0
41,0,195661,10,0,0,54,0
27,5,146243,10,0,0,30,0
52,0,105428,10,0,0,12,0
26,0,149943,9,0,0,60,0
52,4,246197,9,0,0,40,0
52,4,192563,10,0,0,38,0
19,0,244115,9,0,0,30,0
39,4,98587,10,0,0,45,0
47,0,145886,10,0,0,40,0
27,0,244315,9,0,0,40,0
48,0,192779,10,0,0,40,0
50,0,209464,9,0,0,35,0
60,0,25141,10,0,0,60,0
28,0,405793,12,0,0,45,1
47,3,53498,9,0,0,40,0
69,0,476653,13,0,0,20,0
40,1,162312,9,0,0,66,0
37,0,277022,9,3887,0,40,0
41,5,109762,14,0,0,40,0
38,0,123031,9,0,0,48,0
46,3,119890,11,0,0,30,0
21,1,409230,10,0,0,30,0
44,0,223308,14,0,0,48,0
38,0,129150,6,0,0,35,0
47,1,119199,10,0,0,35,1
42,0,46221,16,27828,0,60,1
42,4,351161,10,0,0,40,0
56,0,174533,13,0,0,45,1
32,0,324386,13,0,0,40,0
24,0,126568,13,0,0,33,0
26,0,275703,10,0,0,40,0
36,1,219611,13,2174,0,50,0
49,0,200471,7,0,0,60,0
65,0,155261,9,0,0,40,1
73,5,74040,4,0,0,40,0
34,0,226296,7,0,0,40,0
22,0,211968,13,0,0,40,0
49,4,126446,10,0,0,30,0
25,0,262885,7,0,0,32,0
39,0,188069,5,0,0,25,0
19,0,113546,7,0,0,56,0
24,0,227070,6,0,0,40,0
34,0,136997,9,0,0,35,0
35,0,119006,9,0,0,38,0
21,0,212407,9,0,0,40,0
43,0,197810,14,0,0,40,0
35,3,35309,13,0,0,28,0
39,0,141802,10,0,0,40,0
48,0,184513,13,0,0,80,1
33,1,124187,12,0,0,32,0
19,0,201743,10,0,0,26,0
17,0,156736,6,0,0,12,0
43,1,47261,10,0,0,50,0
62,0,150693,9,0,0,42,0
53,4,233734,14,0,0,40,1
45,5,35969,14,0,0,60,1
47,0,159550,9,0,0,40,0
30,0,190823,10,0,0,40,0
53,0,213378,9,0,0,33,0
24,0,257500,9,0,0,40,0
41,4,488706,10,0,0,40,0
58,4,239405,3,0,0,40,0
27,3,105189,9,4865,0,50,0
63,5,109735,9,0,0,38,0
50,0,172942,10,0,0,28,0
43,4,209899,14,8614,0,47,1
29,2,87745,10,0,0,60,0
41,0,187881,10,3942,0,40,0
55,0,234125,9,0,0,40,0
36,0,272944,9,0,0,45,0
23,4,129232,9,0,0,40,0
22,0,100345,13,13550,0,55,1
58,1,195835,10,0,0,45,0
25,0,251854,7,0,0,40,0
40,0,103474,9,0,0,30,0
38,0,22042,11,0,0,39,0
37,0,343721,13,0,0,40,1
19,0,232368,10,0,0,35,0
55,0,174478,6,0,0,29,0
55,0,282023,13,15024,0,50,1
28,0,274690,13,0,0,45,0
53,0,251675,9,0,0,40,0
32,0,647882,9,0,0,40,0
60,0,128367,10,3325,0,42,0
32,0,37380,10,0,0,38,0
34,0,173730,9,0,0,50,0
49,0,353824,10,0,0,45,1
21,0,225890,10,0,0,30,0
24,5,147147,13,0,0,20,0
53,0,233780,11,2202,0,40,0
29,0,394927,11,0,0,40,0
34,4,188682,13,0,0,40,0
52,0,115209,15,0,0,40,0
41,0,277192,3,0,0,40,0
21,0,314182,9,0,0,40,0
43,0,220776,14,0,0,35,1
31,4,189269,9,0,0,40,0
38,0,35429,9,0,2042,40,0
42,0,154374,13,0,2415,60,1
62,0,161460,13,0,0,30,0
51,0,251487,4,0,0,40,0
30,0,177531,9,0,0,25,0
24,0,53942,13,0,0,40,0
36,0,113481,9,0,0,40,0
57,0,361324,6,0,0,40,0
46,0,330087,13,0,0,55,1
33,0,276221,16,0,0,40,0
42,0,121055,10,0,0,45,0
62,0,118696,9,0,0,40,0
64,1,289741,10,0,0,20,0
18,0,238401,10,0,0,25,0
43,0,262038,3,0,0,35,0
62,1,26911,4,0,0,66,0
29,0,161155,12,0,0,50,0
43,0,252519,13,0,0,40,1
39,0,43712,9,7298,0,40,1
69,0,167826,13,0,0,40,0
34,0,188900,13,0,0,40,0
44,0,120057,12,4386,0,45,1
25,0,134113,13,0,0,30,0
47,4,165822,10,0,0,40,0
17,0,99161,6,0,0,8,0
41,4,74581,13,0,0,65,0
19,0,304643,10,0,0,20,0
57,0,121821,2,0,0,40,0
25,0,154863,9,0,0,35,0
37,4,365430,10,0,0,40,1
29,0,183111,11,0,0,40,0
32,0,50178,10,0,0,35,0
35,0,186845,15,0,0,45,1
52,0,159908,8,0,0,40,0
41,0,162189,9,1831,0,40,0
29,0,128509,9,0,0,38,0
23,0,143032,14,0,0,36,0
31,0,382368,7,0,0,40,0
40,0,210013,9,0,0,50,0
19,0,293928,9,0,0,20,0
21,0,208503,10,0,0,10,0
37,5,191841,13,8614,0,40,1
49,1,355978,15,99999,0,35,1
64,4,202738,9,0,0,35,0
37,4,144322,11,0,0,43,0
70,1,155141,13,0,2377,12,1
22,0,160120,6,0,0,30,0
29,2,190450,9,0,0,40,0
37,0,212900,9,0,0,40,0
29,0,115677,13,0,0,40,0
38,0,252250,7,0,0,65,0
27,0,212041,9,0,0,50,0
58,5,198145,13,0,0,35,1
60,4,113658,10,0,0,35,0
20,0,32426,10,0,0,25,0
51,0,98791,10,0,0,40,1
37,0,203828,5,0,0,65,0
22,5,186634,8,0,0,50,1
56,1,125147,6,0,0,60,0
26,0,247455,13,5178,0,42,1
19,0,97215,10,0,0,25,0
37,0,330826,11,0,0,30,0
27,0,200802,10,0,0,40,0
27,0,156266,9,0,0,20,0
52,1,72257,10,0,0,50,0
45,0,363087,9,0,0,40,0
28,0,25955,10,0,0,40,0
20,0,334633,9,0,0,40,0
28,0,109162,14,0,0,50,0
44,0,569761,11,0,0,40,0
30,0,209900,13,0,0,40,0
26,5,272986,12,0,0,8,0
55,0,52267,14,0,0,18,0
46,0,82946,9,0,0,40,0
51,0,104651,13,0,0,50,0
25,4,58441,13,0,0,40,0
43,4,269733,9,0,0,40,0
19,0,128453,9,0,0,28,0
36,0,179468,9,0,0,40,0
36,0,183081,10,0,0,40,0
48,0,102938,13,0,0,40,0
30,0,157289,7,0,0,40,0
24,0,359828,13,0,0,44,1
30,0,155659,9,0,0,36,0
24,0,585203,13,7688,0,45,1
62,0,173601,13,0,0,40,0
41,1,214541,9,0,1590,40,0
49,1,163352,15,0,0,85,1
36,1,153976,9,0,0,50,0
47,4,247676,14,5455,0,45,0
49,5,155372,14,0,0,40,0
52,0,329733,10,0,0,40,0
52,0,162576,12,0,0,40,1
26,0,176520,9,0,0,53,0
51,5,226885,9,0,0,40,0
18,0,120781,6,0,0,20,0
30,0,375827,9,0,0,40,0
46,0,205504,9,0,0,20,0
28,0,198813,9,0,0,40,0
48,2,254291,13,7298,0,50,1
62,0,159908,10,0,0,38,1
49,0,40000,13,4064,0,44,0
69,0,102874,9,0,0,24,0
35,0,117381,13,8614,0,45,1
78,0,180239,14,0,0,40,0
61,0,539563,10,0,0,45,1
24,0,261561,13,0,0,40,0
29,0,81057,10,0,0,40,0
36,1,160120,13,0,0,45,0
17,0,41979,6,0,0,40,0
27,0,275110,9,0,0,80,1
64,0,265661,9,0,0,40,0
33,1,193246,9,0,0,55,0
32,0,236543,8,0,0,40,0
19,0,29510,10,0,0,20,0
42,5,105804,7,0,0,40,0
24,0,194604,13,0,0,15,0
23,0,1038553,9,0,0,45,0
51,4,209320,15,3325,0,40,0
31,0,193231,13,3325,0,60,0
44,0,307468,15,0,0,29,1
38,0,255941,14,10520,0,50,1
44,4,107845,12,0,0,56,1
44,1,567788,3,0,0,40,0
38,0,91857,9,0,0,44,0
36,0,732569,5,0,0,40,0
29,0,86613,2,0,0,20,0
46,0,35961,12,0,0,25,0
47,0,114754,9,0,0,40,0
30,0,235124,9,99999,0,40,1
37,4,218490,9,7688,0,35,1
27,0,329426,13,0,0,45,0
43,0,181015,9,0,0,50,0
44,1,264740,15,0,0,40,1
31,0,381153,10,0,0,60,0
34,0,189759,13,0,1977,45,1
39,0,230467,13,0,1092,40,0
36,0,218542,10,0,0,40,0
57,0,298507,13,3103,0,40,1
78,0,111189,4,0,0,35,0
24,0,168997,10,0,0,40,0
39,0,168894,10,0,0,40,0
21,0,149809,12,0,0,40,0
34,0,344073,9,0,0,40,1
22,0,416165,10,0,0,32,0
36,0,41490,10,0,0,40,0
61,0,40269,10,0,0,40,1
67,0,243256,5,0,0,15,0
42,0,250536,10,0,0,21,0
49,3,105586,11,0,0,40,1
58,0,51499,11,0,0,40,0
37,4,189878,10,0,0,60,0
39,0,179481,9,4650,0,44,0
25,0,299765,10,0,0,40,0
45,2,155664,3,0,0,40,1
30,0,54608,13,0,0,40,0
49,0,174702,10,0,0,35,0
36,1,285020,9,2885,0,40,0
23,0,201145,9,0,0,65,0
51,0,125796,10,0,0,35,0
55,0,249072,9,0,0,60,0
35,0,99156,13,0,0,50,0
45,5,94754,14,0,0,40,0
36,0,111128,13,0,0,48,1
32,4,157887,9,0,0,40,0
39,0,74194,9,0,0,55,0
47,2,168191,10,0,0,40,0
49,0,28334,10,0,0,45,1
52,0,84278,10,7688,0,55,1
44,0,721161,10,0,0,40,0
36,0,188069,10,0,0,50,1
40,0,145178,10,0,0,30,0
17,0,52967,6,0,0,6,0
18,0,177578,9,0,0,38,0
30,2,185384,10,0,0,25,0
66,0,66008,9,0,0,50,0
59,0,329059,13,0,0,50,0
30,4,348802,9,0,0,40,0
50,0,34233,9,0,0,50,0
24,0,509629,9,0,0,25,0
28,0,27956,15,0,0,99,0
44,4,83286,14,0,0,40,1
25,0,309098,11,0,0,40,0
